Brand,Model Year,Mileage,Fuel Type,Condition,Transmission,Resale Price
Toyota,2020,69195,Electric,2,Automatic,37902
Mercedes,2019,56503,Gasoline,5,Manual,51978
BMW,2008,33416,Electric,4,Automatic,49880
Ford,2011,58776,Gasoline,3,Manual,18881
BMW,2020,58022,Diesel,1,Automatic,47360
Honda,2012,79513,Gasoline,2,Manual,20594
Mercedes,2021,40556,Gasoline,5,Manual,56354
Mercedes,2020,79646,Diesel,1,Manual,45702
Mercedes,2014,58043,Diesel,2,Manual,45422
BMW,2014,37841,Gasoline,3,Manual,39178
Honda,2006,33824,Electric,4,Manual,29961
Ford,2013,98687,Gasoline,5,Manual,20448
Ford,2021,56801,Diesel,3,Manual,25472
BMW,2015,78730,Electric,2,Manual,47545
Mercedes,2014,25837,Diesel,5,Manual,50642
Toyota,2021,112753,Diesel,1,Automatic,26516
BMW,2008,77864,Electric,4,Manual,44125
BMW,2020,54891,Diesel,2,Manual,42484
Honda,2024,53876,Diesel,4,Automatic,37572
Ford,2019,74691,Diesel,5,Manual,29553
BMW,2009,73543,Diesel,3,Manual,35962
BMW,2010,63650,Diesel,4,Automatic,45878
Mercedes,2021,60217,Diesel,1,Automatic,53439
Mercedes,2005,71221,Diesel,2,Manual,40928
Toyota,2023,25165,Diesel,1,Automatic,34524
Honda,2008,52574,Diesel,4,Manual,26812
Toyota,2021,27062,Gasoline,3,Manual,26833
Mercedes,2013,72091,Gasoline,3,Manual,47623
Ford,2006,46483,Diesel,1,Automatic,23373
Mercedes,2012,28568,Gasoline,5,Manual,49549
Honda,2019,44124,Electric,5,Manual,38042
Mercedes,2011,62987,Gasoline,3,Automatic,43676
Honda,2010,55895,Diesel,1,Manual,20042
Honda,2005,36536,Diesel,1,Manual,20069
Honda,2019,25902,Gasoline,1,Manual,22996
Honda,2011,61478,Diesel,4,Manual,25286
Honda,2021,48384,Electric,5,Manual,36713
Ford,2006,54838,Electric,5,Manual,29488
Toyota,2013,56806,Diesel,4,Automatic,27954
BMW,2013,68601,Electric,2,Manual,42654
Toyota,2017,76938,Electric,4,Manual,35833
Honda,2010,62930,Gasoline,1,Automatic,20693
Ford,2010,53590,Electric,4,Manual,29848
Mercedes,2024,60495,Gasoline,1,Manual,45708
Ford,2024,53215,Diesel,3,Automatic,38285
Honda,2007,27148,Gasoline,1,Automatic,23357
Ford,2021,81838,Diesel,5,Automatic,34337
Ford,2021,78068,Diesel,4,Automatic,30045
Honda,2016,99766,Diesel,1,Automatic,25521
Ford,2020,105609,Diesel,2,Automatic,26264
BMW,2019,36479,Diesel,3,Automatic,46609
BMW,2017,53292,Gasoline,2,Manual,44193
Ford,2005,110230,Diesel,2,Manual,17134
Mercedes,2021,59188,Electric,2,Manual,56085
Honda,2007,64884,Electric,3,Automatic,29312
BMW,2019,29577,Diesel,3,Manual,42980
Mercedes,2008,63005,Electric,3,Automatic,52734
Ford,2008,98638,Gasoline,3,Manual,16921
Mercedes,2022,85732,Gasoline,2,Manual,47438
Toyota,2021,47800,Diesel,5,Manual,34968
BMW,2023,52073,Diesel,5,Manual,49527
Ford,2015,37381,Diesel,3,Automatic,30786
Honda,2024,42976,Electric,4,Automatic,42737
Ford,2007,21795,Electric,1,Manual,24666
Honda,2012,58303,Gasoline,4,Automatic,27188
Ford,2018,90202,Electric,4,Automatic,36261
Mercedes,2005,67108,Gasoline,4,Manual,43502
Mercedes,2018,87324,Electric,5,Automatic,60083
Mercedes,2006,81464,Gasoline,1,Automatic,38783
Toyota,2008,49063,Diesel,4,Automatic,30479
Honda,2023,44809,Electric,3,Automatic,41021
Mercedes,2010,45576,Gasoline,5,Manual,49812
Toyota,2005,25658,Electric,3,Manual,30391
Honda,2021,60646,Diesel,3,Automatic,29893
Ford,2012,1910,Gasoline,4,Manual,28758
Toyota,2023,71828,Electric,3,Manual,35755
BMW,2005,61437,Electric,1,Manual,41018
Toyota,2009,69428,Diesel,3,Automatic,26899
Toyota,2020,81140,Diesel,4,Automatic,33034
Honda,2010,63975,Gasoline,3,Manual,21461
Ford,2012,92631,Electric,5,Manual,28064
BMW,2017,72438,Electric,5,Automatic,52873
Mercedes,2020,44857,Diesel,5,Manual,55501
Mercedes,2007,55245,Diesel,2,Automatic,45595
Toyota,2023,14774,Gasoline,5,Manual,38579
Honda,2016,41956,Electric,5,Automatic,37826
Honda,2020,52380,Electric,2,Automatic,36819
Mercedes,2015,70925,Gasoline,5,Automatic,53280
BMW,2014,44992,Gasoline,4,Automatic,44118
Ford,2024,35074,Diesel,5,Manual,32775
BMW,2008,22249,Diesel,5,Automatic,45800
Ford,2016,48071,Gasoline,2,Manual,22205
Mercedes,2006,99017,Gasoline,4,Automatic,44612
Ford,2023,65422,Electric,3,Automatic,34668
Honda,2009,78791,Gasoline,1,Manual,20845
Toyota,2012,41998,Gasoline,4,Manual,24480
Toyota,2011,28531,Electric,3,Manual,28839
Mercedes,2018,35578,Gasoline,4,Automatic,52700
Honda,2007,58057,Diesel,3,Automatic,24342
BMW,2022,20117,Diesel,3,Manual,47138
Honda,2020,39868,Electric,4,Automatic,41131
Toyota,2023,48272,Gasoline,2,Manual,29876
Toyota,2023,33581,Diesel,4,Automatic,40194
Honda,2022,17526,Diesel,4,Automatic,34743
Honda,2024,65793,Diesel,3,Automatic,34758
Toyota,2020,60917,Diesel,1,Manual,27872
BMW,2012,75580,Gasoline,3,Automatic,35939
Mercedes,2005,37791,Gasoline,5,Manual,42944
Mercedes,2021,75198,Gasoline,4,Manual,46666
Honda,2016,90586,Gasoline,4,Automatic,28866
Mercedes,2015,65244,Diesel,2,Manual,45913
Toyota,2009,47801,Electric,3,Manual,31825
Toyota,2016,62901,Electric,2,Automatic,34743
Honda,2021,46844,Diesel,4,Manual,30748
Honda,2010,43514,Diesel,3,Manual,24267
Honda,2005,73665,Electric,3,Automatic,29014
BMW,2009,57218,Electric,5,Automatic,53193
Mercedes,2018,84101,Diesel,5,Automatic,51155
Honda,2009,51151,Diesel,1,Manual,18878
Ford,2005,53176,Gasoline,5,Manual,22083
Ford,2022,48669,Gasoline,3,Automatic,29830
Toyota,2020,37596,Electric,5,Manual,37902
Mercedes,2013,76288,Diesel,1,Automatic,46249
Honda,2023,103714,Electric,4,Automatic,37669
Ford,2009,52355,Gasoline,5,Automatic,25192
Mercedes,2006,46390,Gasoline,3,Manual,41331
Toyota,2019,45093,Electric,4,Manual,35958
BMW,2011,46405,Gasoline,3,Automatic,42111
Mercedes,2008,92995,Diesel,4,Automatic,45630
Mercedes,2005,45630,Electric,3,Manual,48193
BMW,2017,48294,Diesel,5,Automatic,48572
Mercedes,2024,35192,Diesel,5,Manual,57731
Toyota,2011,65872,Gasoline,1,Automatic,23944
Toyota,2019,58655,Diesel,4,Automatic,30148
BMW,2018,37256,Electric,1,Manual,49903
Honda,2023,42143,Diesel,2,Manual,30425
Ford,2024,90658,Diesel,5,Manual,31882
Honda,2022,60654,Diesel,4,Manual,32743
Mercedes,2014,62033,Diesel,1,Manual,43428
Ford,2013,62113,Diesel,1,Automatic,25134
BMW,2012,87892,Gasoline,2,Automatic,38176
BMW,2014,39095,Electric,1,Manual,47740
Ford,2021,52072,Gasoline,3,Manual,27332
Toyota,2006,56620,Electric,5,Automatic,32415
Ford,2010,25576,Electric,1,Automatic,32793
Mercedes,2009,41677,Electric,1,Manual,48158
Toyota,2013,80933,Electric,2,Manual,29417
BMW,2009,75204,Electric,3,Automatic,46854
Ford,2022,78741,Diesel,1,Manual,23824
Honda,2024,48218,Gasoline,5,Automatic,36048
Honda,2013,50686,Gasoline,5,Automatic,27990
Mercedes,2021,24238,Diesel,1,Manual,45650
Honda,2021,78638,Electric,3,Automatic,35439
Ford,2016,81933,Gasoline,5,Automatic,29666
Ford,2011,81678,Diesel,5,Automatic,27592
Honda,2007,92081,Diesel,3,Manual,22622
Ford,2014,68442,Gasoline,3,Automatic,25448
Mercedes,2006,91137,Gasoline,1,Manual,38128
Toyota,2007,55990,Electric,4,Automatic,32814
Mercedes,2020,24659,Electric,2,Automatic,58396
Mercedes,2006,77214,Gasoline,4,Automatic,44658
Ford,2014,23922,Electric,4,Automatic,37009
Toyota,2010,63404,Diesel,5,Automatic,29849
Ford,2015,79106,Electric,3,Manual,28800
BMW,2011,66485,Electric,5,Manual,46004
Ford,2019,105564,Diesel,2,Automatic,27483
Ford,2010,20681,Electric,1,Manual,29004
Ford,2024,58342,Diesel,2,Manual,26855
Toyota,2013,60349,Electric,5,Automatic,39240
Ford,2024,33117,Gasoline,5,Manual,32011
Toyota,2016,36925,Electric,5,Manual,40366
Honda,2023,43097,Gasoline,5,Manual,29720
BMW,2024,38007,Gasoline,4,Manual,47346
Toyota,2007,57840,Gasoline,1,Automatic,21194
Honda,2019,47940,Gasoline,4,Manual,28925
Toyota,2006,66358,Gasoline,5,Automatic,29756
Toyota,2006,72988,Diesel,3,Automatic,24603
BMW,2007,71635,Diesel,4,Manual,40404
Mercedes,2010,51797,Diesel,5,Automatic,50614
Mercedes,2019,65689,Gasoline,5,Manual,52357
Toyota,2014,80702,Electric,1,Automatic,33470
Ford,2013,68911,Diesel,2,Manual,21387
Honda,2005,97179,Electric,4,Manual,26330
Ford,2020,79643,Electric,4,Automatic,38491
Ford,2010,94368,Gasoline,4,Manual,19470
Toyota,2013,10153,Gasoline,5,Manual,30373
Toyota,2008,61933,Gasoline,1,Manual,18191
Toyota,2006,53521,Diesel,5,Manual,26560
Toyota,2008,57500,Gasoline,5,Automatic,27802
Mercedes,2005,43900,Diesel,3,Automatic,44419
Toyota,2023,67923,Diesel,1,Automatic,32814
Mercedes,2014,23832,Diesel,4,Manual,50287
Mercedes,2019,68068,Diesel,2,Automatic,49989
Toyota,2023,44565,Gasoline,4,Manual,32611
BMW,2020,49992,Diesel,5,Manual,44658
Honda,2008,68770,Gasoline,1,Manual,21741
Ford,2006,61575,Gasoline,1,Automatic,18970
Mercedes,2017,81078,Diesel,1,Automatic,43019
Honda,2005,40609,Gasoline,3,Automatic,25863
BMW,2021,58385,Electric,4,Automatic,54577
Ford,2017,77775,Gasoline,3,Manual,25698
Ford,2008,67223,Gasoline,2,Automatic,21381
Mercedes,2011,68511,Diesel,5,Automatic,47433
Toyota,2021,82160,Diesel,3,Automatic,32414
BMW,2013,51875,Gasoline,3,Automatic,43281
Mercedes,2008,47663,Diesel,5,Manual,49420
BMW,2023,71518,Electric,1,Automatic,52968
Toyota,2005,57011,Electric,5,Automatic,32170
Toyota,2014,82444,Diesel,4,Automatic,31882
Mercedes,2008,67395,Gasoline,5,Manual,43802
Toyota,2013,47532,Electric,1,Automatic,36563
Honda,2017,66767,Electric,5,Automatic,38452
Ford,2018,41946,Gasoline,3,Automatic,28480
Mercedes,2014,78938,Diesel,2,Manual,42409
BMW,2010,32056,Electric,3,Manual,46399
Honda,2020,84441,Gasoline,2,Automatic,25752
Mercedes,2010,66417,Gasoline,5,Automatic,51032
Toyota,2021,56708,Electric,4,Manual,35501
Toyota,2014,75266,Diesel,5,Manual,30345
Toyota,2022,70226,Electric,1,Manual,35145
Toyota,2022,86607,Gasoline,5,Manual,33424
BMW,2007,86421,Electric,2,Manual,41766
Honda,2024,67045,Diesel,3,Automatic,31094
Ford,2019,42564,Gasoline,4,Automatic,30528
BMW,2019,49169,Diesel,5,Automatic,51730
BMW,2008,58567,Electric,5,Automatic,51241
Ford,2013,81634,Electric,3,Manual,30151
Ford,2023,50872,Diesel,4,Manual,33686
Toyota,2021,52541,Electric,5,Manual,41036
BMW,2015,96967,Diesel,5,Manual,43548
Mercedes,2013,57914,Electric,2,Manual,47415
Ford,2014,47305,Diesel,2,Automatic,25067
Ford,2022,75532,Diesel,1,Automatic,26914
Honda,2024,58877,Gasoline,3,Automatic,28101
Mercedes,2017,32208,Gasoline,4,Automatic,50171
Mercedes,2012,80818,Diesel,5,Automatic,49922
Ford,2011,45059,Electric,5,Manual,33035
Toyota,2021,60871,Electric,1,Manual,34468
Honda,2019,58637,Electric,5,Manual,37157
Mercedes,2024,64602,Diesel,3,Manual,51765
Ford,2019,16178,Diesel,1,Manual,25355
Mercedes,2005,53298,Diesel,3,Automatic,45419
Honda,2018,82496,Diesel,1,Automatic,27277
Honda,2009,85308,Gasoline,5,Automatic,29179
BMW,2015,40174,Diesel,1,Manual,38962
Ford,2020,78411,Electric,2,Manual,31867
Honda,2006,44771,Gasoline,4,Manual,23999
BMW,2012,52509,Electric,5,Manual,47495
BMW,2015,53560,Diesel,4,Automatic,50817
Mercedes,2022,62176,Gasoline,5,Manual,54249
Mercedes,2007,80027,Diesel,4,Automatic,43075
BMW,2005,65291,Gasoline,2,Manual,34478
Mercedes,2015,57477,Electric,4,Automatic,56997
Honda,2020,79346,Diesel,1,Manual,23737
Toyota,2022,43946,Diesel,4,Manual,33503
Honda,2020,58455,Gasoline,5,Automatic,35178
BMW,2014,79915,Gasoline,3,Automatic,41072
BMW,2022,70586,Diesel,4,Manual,45565
Honda,2010,50673,Gasoline,4,Automatic,27710
Mercedes,2023,29740,Diesel,4,Manual,55156
Mercedes,2008,66217,Gasoline,5,Manual,42674
BMW,2017,28426,Electric,4,Automatic,59026
Ford,2018,55749,Gasoline,5,Manual,26925
Mercedes,2007,83578,Electric,5,Manual,53250
Honda,2014,71935,Gasoline,3,Automatic,27306
Mercedes,2010,19526,Gasoline,1,Manual,43236
Honda,2005,64009,Diesel,5,Manual,22551
BMW,2018,53616,Gasoline,2,Manual,37371
Mercedes,2012,34525,Gasoline,4,Manual,46730
Honda,2023,66700,Electric,2,Automatic,37630
BMW,2018,50165,Gasoline,4,Automatic,45075
Ford,2014,50289,Diesel,3,Automatic,29821
Honda,2021,62480,Electric,5,Manual,38272
Ford,2013,47482,Diesel,1,Automatic,23007
Ford,2010,61914,Diesel,5,Automatic,29574
Toyota,2015,48133,Diesel,4,Automatic,33316
Mercedes,2011,49230,Diesel,1,Manual,41105
Honda,2021,79858,Electric,5,Automatic,42973
Ford,2005,81893,Gasoline,1,Automatic,21891
Toyota,2009,25826,Diesel,4,Manual,25028
BMW,2013,74941,Electric,3,Manual,46385
Honda,2022,87971,Diesel,3,Manual,28775
Ford,2006,91147,Gasoline,5,Manual,25003
Mercedes,2015,70407,Electric,2,Manual,50012
Toyota,2010,38852,Electric,4,Manual,31678
Ford,2012,72599,Gasoline,5,Automatic,25477
Mercedes,2008,42614,Electric,5,Automatic,59312
Ford,2022,53140,Gasoline,3,Manual,25927
Honda,2015,67661,Electric,1,Manual,27416
Honda,2009,43904,Electric,4,Automatic,35266
Honda,2019,37071,Gasoline,1,Manual,25262
Toyota,2022,69315,Gasoline,4,Manual,32176
Honda,2006,97344,Electric,2,Automatic,27816
Mercedes,2015,84864,Electric,3,Manual,52754
Ford,2017,74143,Gasoline,2,Manual,22082
BMW,2008,79583,Gasoline,5,Automatic,39412
Mercedes,2011,72754,Electric,3,Automatic,53463
Mercedes,2015,68998,Electric,5,Automatic,59175
Honda,2008,77972,Electric,2,Automatic,28713
Toyota,2019,32632,Gasoline,4,Automatic,30239
Ford,2005,63989,Electric,5,Manual,27030
Toyota,2007,58381,Diesel,1,Manual,20002
Ford,2018,61578,Gasoline,4,Manual,28286
Ford,2010,50772,Electric,4,Manual,34325
Toyota,2022,70409,Gasoline,2,Manual,26611
Mercedes,2005,43641,Diesel,2,Automatic,42884
Ford,2010,49322,Gasoline,3,Manual,20788
Toyota,2010,46922,Electric,3,Manual,29561
Ford,2020,77278,Diesel,1,Manual,25211
BMW,2009,59765,Diesel,4,Manual,44786
Mercedes,2021,50783,Electric,1,Manual,52575
Honda,2014,52531,Electric,1,Automatic,29989
Ford,2022,60077,Electric,2,Manual,35509
BMW,2011,92443,Gasoline,1,Manual,34513
Honda,2007,35269,Gasoline,1,Manual,19406
Honda,2017,73510,Gasoline,5,Manual,31000
Ford,2019,69437,Electric,3,Manual,30295
Toyota,2024,42340,Electric,3,Manual,36094
Ford,2023,89337,Gasoline,4,Automatic,30209
BMW,2007,70785,Diesel,3,Manual,37587
Honda,2008,49845,Gasoline,4,Automatic,25297
Ford,2009,22811,Diesel,5,Automatic,34780
Toyota,2005,64582,Electric,3,Manual,27650
Ford,2008,59105,Electric,5,Manual,29943
Mercedes,2016,39385,Gasoline,3,Manual,47279
Toyota,2014,39127,Gasoline,3,Automatic,30985
BMW,2024,77370,Electric,5,Manual,53680
Honda,2017,20886,Gasoline,1,Manual,24161
Ford,2018,66285,Electric,1,Manual,31684
Toyota,2009,56251,Electric,1,Automatic,32797
Mercedes,2008,69943,Diesel,1,Automatic,43438
Toyota,2018,54113,Gasoline,3,Manual,32131
Mercedes,2014,65865,Electric,2,Automatic,58168
BMW,2021,45144,Gasoline,5,Manual,44430
